#Chinese	#English	#Sentences
七誡運動歌	Song of Encouragement
 	 	Volunteers in the administrative documentation group are like Bodhisattvas, quietly supporting all events from behind the scenes.
蔬食A計畫	Vege Plan A
 	 	國際佛光會正在推行蔬食A計畫，以提高人們對健康飲食的關注。
 	 	BLIA is implementing Vege Plan A to raise awareness about healthy eating.
 	 	許多成員報名參加了蔬食A計畫的活動，希望改善自己的飲食習慣。
 	 	Many members signed up for activities under Vege Plan A, hoping to improve their eating habits.
 	 	蔬食A計畫的目標是鼓勵更多人選擇素食，以減少對環境的負擔。
 	 	The goal of Vege Plan A is to encourage more people to choose vegetarianism and reduce environmental impact.
 	 	在蔬食A計畫下，國際佛光會推出了一系列新的素食菜譜。
 	 	Under Vege Plan A, BLIA has launched a series of new vegetarian recipes.
行政文書組	Administration Unit
 	 	國際佛光會的行政文書組負責處理所有會議的紀錄和文件。
 	 	The Administration Unit of BLIA is responsible for managing all meeting records and documents.
 	 	每當有大型活動時，行政文書組都需要加班確保一切準備就緒。
 	 	Whenever there's a major event, the Administration Unit has to work overtime to ensure everything is ready.
 	 	行政文書組的人員需要擁有強大的組織和溝通能力。
 	 	Members of the Administration Unit need to possess strong organizational and communication skills.
 	 	她在行政文書組的工作表現一向出色，獲得了會長的讚賞。
 	 	Her performance in the Administration Unit has always been outstanding, earning her praise from the president.
行腳托缽	Alms Procession
 	 	每年，國際佛光會的會長會帶領僧侶們進行行腳托缽，以推廣慈善和祈願世界和平。
 	 	Every year, the President of the BLIA leads monks in an alms procession to promote charity and pray for world peace.
 	 	行腳托缽是佛教僧侶每日生活的一部分，他們以此方式接受供養並教導世人佈施的重要性。
 	 	The alms procession is a part of the daily life of Buddhist monks, through which they receive offerings and teach the importance of giving.
 	 	參與行腳托缽的活動讓我深刻體會到簡單生活與感恩的意義。
 	 	Participating in the alms procession activity allowed me to deeply understand the meaning of simple living and gratitude.
 	 	週末的早晨，國際佛光會的理事會安排了一場行腳托缽，吸引了眾多信眾參加。
 	 	On a weekend morning, the BLIA's Council organized an alms procession, attracting many devotees to participate.
覺世旬刊	Awaken The World Journal
 	 	《覺世旬刊》為讀者提供了深刻的佛學見解和時事觀點。
 	 	The Awaken The World Journal provides readers with profound Buddhist insights and viewpoints on current affairs.
 	 	國際佛光會（BLIA）每月定期舉辦《覺世旬刊》專題討論會，吸引了很多信徒參加。
 	 	BLIA holds regular monthly symposiums on the Awaken The World Journal, attracting many followers to participate.
 	 	編輯們為確保《覺世旬刊》的內容既豐富又啟發人心，付出了很多努力。
 	 	The editors have put in much effort to ensure that the contents of the Awaken The World Journal are both enriching and inspiring.
 	 	我每個月都期待著《覺世旬刊》的發行，它帶給我無限的思考和啟示。
 	 	I look forward to the release of the Awaken The World Journal every month, as it brings me endless thoughts and inspiration.
觀察員	Observer
 	 	作為國際佛光會的觀察員，他負責記錄會議中的重要討論和決策。
 	 	As an observer for the BLIA, he was responsible for documenting key discussions and decisions at the meeting.
 	 	觀察員在禮儀活動中保持謹慎，以確保一切都能和諧地進行。
 	 	The observer remained vigilant during the ceremonial event to ensure everything proceeded harmoniously.
 	 	她被選為佛學研討會的觀察員，以便對整個過程進行客觀評估。
 	 	She was selected as an observer for the Buddhist seminar to provide an objective evaluation of the process.
 	 	這位觀察員的報告在理事會的戰略規劃中發揮了至關重要的作用。
 	 	The observer's report played a crucial role in the strategic planning of the BLIA council.
觀禮員	Spectator
 	 	作為觀禮員，他有機會參加國際佛光會舉辦的隆重儀式。
 	 	As a spectator, he had the opportunity to attend the grand ceremony organized by the BLIA.
 	 	觀禮員們都靜靜地觀賞佛光會的年度表演。
 	 	The spectators quietly enjoyed the annual performance by the BLIA.
 	 	許多觀禮員對今年法會的精彩安排讚譽不已。
 	 	Many spectators praised the wonderful arrangements of this year's Dharma assembly.
 	 	觀禮員需要提前登記才能參加這場重要的活動。
 	 	Spectators need to register in advance to attend this significant event.
調解聯誼委員會	Mediation Committee
 	 	國際佛光會的調解聯誼委員會致力於促進會員之間的和平解決衝突。
 	 	The Mediation Committee of BLIA is dedicated to promoting peaceful conflict resolution among its members.
 	 	他在調解聯誼委員會擔任多年的主席，努力促進各方的對話。
 	 	He served as the chairman of the Mediation Committee for many years, striving to promote dialogue among all parties.
 	 	調解聯誼委員會最近成功調解了一起成員之間的爭端，顯示其在糾紛解決方面的專業性。
 	 	The Mediation Committee recently successfully mediated a dispute between members, demonstrating their expertise in conflict resolution.
 	 	加入調解聯誼委員會的志願者接受了專門訓練，以提升他們的協調能力。
 	 	Volunteers joining the Mediation Committee undergo special training to improve their coordination skills.
護法敬僧委員會	Dharma and Sangha Affairs Committee
 	 	護法敬僧委員會負責策劃每年一次的僧伽關懷活動。
 	 	The Dharma and Sangha Affairs Committee is responsible for organizing the annual Sangha care event.
 	 	在上次會議中，護法敬僧委員會決定設立新的獎學金來支持年輕僧人。
 	 	At the last meeting, the Dharma and Sangha Affairs Committee decided to establish a new scholarship to support young monks.
 	 	護法敬僧委員會的成員們齊心協力，確保整個慶典順利進行。
 	 	Members of the Dharma and Sangha Affairs Committee worked together to ensure the smooth running of the entire celebration.
 	 	年度報告中顯示，護法敬僧委員會在推動國際佛光會的精神關懷議題上成就顯著。
 	 	The annual report showed that the Dharma and Sangha Affairs Committee made significant achievements in promoting spiritual care initiatives within BLIA.
讀書會帶領人講習會	Humanistic Buddhism Reading Group Facilitator’s Training Seminar
 	 	這次的讀書會帶領人講習會吸引了來自全國的五十位參加者，他們都渴望學習如何更好地推廣人間佛教。
 	 	This Humanistic Buddhism Reading Group Facilitator’s Training Seminar attracted fifty participants from across the country, all eager to learn how to better promote Humanistic Buddhism.
 	 	國際佛光會的理事會組織這個讀書會帶領人講習會，以增強會內成員的帶領能力和佛學知識。
 	 	The BLIA's board organized this Humanistic Buddhism Reading Group Facilitator’s Training Seminar to enhance the leadership skills and Buddhist knowledge of its members.
 	 	參加者反映這次讀書會帶領人講習會的內容豐富且實用，讓他們受益匪淺。
